85,134
189,81
311,279
465,181
601,295
675,116
711,272
810,150
988,261
1143,58
1217,259
1464,165
1561,266
1670,212
1710,224
1933,157
2055,160
2245,136
2370,166
2405,116
2476,237
2618,111
2696,254
2877,240
3046,123
3203,221
3406,236
3590,129
3652,289
3840,90
3973,267
4069,214
4238,71
4466,294
4568,74
4589,206
4654,273
4683,286
4901,203
5065,63
5121,137
5302,218
5448,228
5642,86
5885,123
6086,264
6133,149
6368,112
6489,264
6637,237
6758,72
6846,260
6889,217
7107,155
7179,124
7381,100
7465,266
7683,170
7714,239
7770,85
7801,243
7984,164
8186,285
8301,223
8522,50
8636,287
8804,165
8957,195
9113,298
9347,103
9480,220
9608,66
9849,141
9987,274
