42,252
137,94
254,179
298,252
546,73
768,166
956,204
1083,194
1114,79
1228,61
1354,98
1596,197
1635,55
1818,200
1873,141
2027,241
2143,60
2331,182
2455,240
2590,165
2787,177
3021,266
3252,87
3501,265
3526,259
3702,75
3726,147
3840,219
3951,232
3976,247
4094,164
4208,100
4318,65
4422,250
4640,58
4826,107
4924,101
5122,145
5255,116
5352,113
5467,85
5614,164
5695,174
5731,67
5927,240
6150,202
6352,108
6509,228
6688,148
6788,177
6847,272
6996,272
7175,118
7264,221
7365,263
7560,273
7705,140
7907,193
8037,269
8285,128
8480,128
8683,225
8759,249
8815,96
8867,199
9088,110
9270,279
9481,215
9580,267
9777,113
9930,220
