182,192
335,124
491,55
576,111
613,51
836,176
1045,290
1065,243
1222,158
1300,278
1396,274
1533,123
1667,153
1806,136
1842,274
2034,215
2072,251
2313,231
2376,238
2453,61
2536,55
2563,123
2622,289
2792,89
2932,245
3172,219
3200,148
3353,55
3512,295
3571,166
3706,97
3821,98
4060,121
4178,76
4418,297
4486,96
4526,147
4736,131
4814,71
4846,53
5086,146
5284,240
5472,203
5642,254
5768,67
5803,136
5850,248
5872,182
6065,191
6179,209
6325,235
6367,171
6567,170
6747,132
6977,142
7068,201
7192,169
7257,85
7475,217
7721,265
7762,128
7798,110
7845,234
7933,270
8175,143
8321,224
8505,180
8578,267
8794,195
9026,185
9241,106
9284,150
9445,190
9644,254
9698,216
9942,124
