18.5953,18.6306
1.6698,17.3285
18.682,4.8163
20.3851,15.0214
18.9994,4.1686
23.6622,13.7451
14.4834,17.0361
18.3581,21.7657
10.9265,15.1044
11.6926,18.7929
12.4547,15.0273
3.4027,4.0163
21.5703,11.1362
8.4872,8.5133
18.3963,11.111
24.7462,12.0952
22.6982,11.6752
20.6551,10.9669
14.9196,18.5739
11.6403,16.8401
16.5563,16.3906
11.3105,21.2725
24.0277,16.6198
22.6915,20.7162
22.5775,5.3237
15.0967,22.4578
14.3195,16.1975
10.7616,12.6811
19.1863,24.1705
12.1852,20.416
23.7887,11.2076
22.4766,3.7948
15.2521,19.8398
20.0258,21.8453
4.446,14.0412
9.4494,7.7682
23.6722,7.5078
15.7807,11.1497
4.3855,3.2091
9.4722,20.0045
6.7074,21.7967
18.192,6.9978
6.3162,22.1599
22.6402,8.4193
21.8604,8.3259
4.2474,21.173
14.0866,23.4352
15.9774,13.4103
4.0737,14.841
6.9289,10.9683
12.3579,4.7791
6.7352,21.8641
11.7654,9.7992
18.1229,19.6946
11.9535,15.6043
17.4117,17.5367
10.2858,19.9605
5.5712,12.4916
6.5775,22.8473
22.0209,23.7034
5.5579,11.9436
23.8361,21.6339
19.5874,21.3518
15.9393,13.1184
5.379,18.907
11.7957,3.4143
5.9906,21.8236
18.6241,21.8858
21.0143,3.3245
15.0509,2.2656
15.9233,7.6669
13.1283,20.685
18.3645,9.6419
6.7029,20.4326
20.9852,8.8271
10.1841,13.4579
7.8478,10.4402
10.7312,16.8033
11.8447,18.4436
15.1429,4.0242
23.7636,17.1989
3.38,1.4942
5.6467,17.9623
24.5425,16.5106
6.1262,10.3579
24.799,13.6386
13.2221,22.3166
23.4222,12.0088
3.1113,6.5582
15.2165,12.0626
1.5141,13.9751
16.8942,10.146
11.0371,11.8684
12.6568,2.7954
10.6102,15.4376
22.774,16.063
22.8668,10.2022
