89,87
336,147
361,98
409,174
474,273
653,67
834,157
1075,72
1237,270
1297,74
1466,241
1665,242
1738,184
1917,281
2154,69
2366,266
2602,244
2729,143
2759,144
2979,288
3072,56
3314,131
3501,222
3717,266
3867,168
4004,230
4191,102
4360,143
4568,276
4595,125
4729,194
4900,134
4955,55
5009,90
5108,95
5135,176
5282,169
5499,113
5635,164
5701,240
5880,58
6121,127
6271,266
6499,56
6664,157
6753,163
6843,84
6989,172
7050,216
7191,164
7230,218
7446,168
7650,176
7889,127
8132,237
8214,182
8250,212
8377,103
8571,195
8644,69
8670,161
8858,264
9097,94
9190,144
9346,133
9385,144
9537,165
9737,131
9916,147
9948,60
