10.7233,17.9361
11.6346,6.5624
18.438,17.5204
9.7505,8.3468
16.0869,17.3652
6.7879,15.2875
11.0052,18.2658
6.7819,3.2127
3.8369,5.3472
22.2483,4.4313
1.4274,16.8409
4.6899,21.2393
3.3113,8.3685
14.6483,2.6782
12.3351,14.5938
19.4434,2.5095
15.4364,6.2489
18.097,14.5364
4.3209,19.3489
20.2705,1.2022
1.6733,8.0388
20.6774,21.6227
4.4637,4.3727
4.0757,4.4104
13.7213,8.8377
9.5539,17.2575
13.2085,20.0111
6.2539,7.3433
13.8482,8.9478
20.6585,6.4474
2.7279,1.545
6.2066,18.8825
4.2242,6.6003
8.7868,14.7289
4.8249,13.7853
16.7169,17.8976
4.5575,24.9773
5.222,9.0145
19.0703,5.8056
19.0848,9.4684
24.759,24.594
18.979,4.4216
11.591,1.8167
17.3491,23.1607
6.627,15.8501
21.3543,7.1675
20.5418,9.9853
3.4381,1.2695
14.8581,14.088
8.5471,20.0519
23.2725,6.4981
15.5162,12.9486
17.1965,7.9161
22.317,5.0791
12.9006,16.2316
24.2979,5.9126
18.5101,17.4195
17.2425,19.6645
2.6888,1.5428
18.4184,17.642
7.8786,11.6687
21.7281,12.903
6.8682,13.5835
21.3149,6.6948
6.4157,3.7005
15.1309,1.8728
7.9195,18.7328
7.0656,9.1091
15.9718,12.7552
20.7661,10.0417
21.9104,16.838
6.4513,2.4054
12.9075,24.7159
8.694,19.9451
3.7262,17.9141
13.9421,6.3352
9.4118,7.8882
5.157,10.3381
21.7714,4.8236
9.7442,6.4457
15.5433,9.7265
18.9331,5.8867
6.0688,12.7481
21.2598,17.9019
6.5891,1.5919
17.067,12.1876
10.2615,12.376
8.9405,19.4326
6.0556,7.9051
19.1699,11.5168
18.0896,22.5436
12.5072,9.3435
2.2761,3.5316
5.7491,4.2659
8.7335,4.4666
13.4071,12.3368
17.3627,18.9355
