137,250
248,209
378,240
604,158
779,105
915,120
1142,127
1361,202
1496,229
1587,224
1743,178
1768,114
1975,106
2038,226
2228,235
2366,171
2434,110
2652,293
2899,158
2949,159
2986,92
3041,67
3182,245
3339,143
3485,185
3509,103
3529,221
3625,185
3670,198
3740,247
3925,172
4057,62
4264,69
4304,243
4473,166
4556,110
4701,128
4887,255
5055,134
5125,245
5243,208
5312,247
5413,262
5548,189
5737,103
5875,144
5980,155
6168,109
6299,56
6493,233
6688,248
6875,295
7073,114
7178,212
7322,55
7481,75
7712,231
7749,247
7906,211
8048,194
8201,193
8233,236
8446,234
8667,232
8905,63
9019,278
9265,219
9505,283
9551,139
9629,178
9664,231
9808,136
9951,88
