178,98
297,264
368,70
489,263
618,95
750,225
772,293
981,267
1178,291
1390,237
1492,291
1580,96
1716,83
1897,235
2087,238
2152,218
2388,226
2568,265
2788,141
2837,97
2993,149
3115,140
3228,219
3298,287
3494,217
3718,144
3815,135
3920,243
3972,73
4066,90
4092,88
4175,286
4227,63
4266,270
4340,275
4475,156
4582,135
4670,80
4730,278
4770,122
4912,54
5159,144
5262,56
5353,272
5508,123
5691,66
5805,220
6030,211
6072,122
6162,64
6318,75
6356,55
6414,269
6504,220
6719,207
6783,113
6923,198
6975,72
7163,156
7392,81
7493,274
7544,202
7708,135
7939,273
8016,117
8143,115
8290,162
8415,157
8441,292
8673,136
8903,87
8976,67
9140,272
9378,223
9495,297
9697,275
9863,124
9980,210
