13.1806,21.2344
20.8806,22.5298
23.9416,6.8365
13.8702,23.0983
13.3502,18.4914
4.4196,14.549
19.0934,13.3532
6.8003,7.8283
1.1503,5.4933
20.6362,23.5562
20.0098,3.5755
3.8267,6.4545
15.1251,16.8222
9.1244,2.1768
12.309,9.6846
20.356,12.9261
14.9291,17.0425
24.0854,5.6596
5.9019,16.0689
7.0679,20.618
23.5044,19.0754
6.0519,15.0116
22.1906,20.3071
6.9123,12.3913
23.8262,16.7495
22.6954,14.9353
23.2584,4.9248
5.9699,23.0222
3.9204,15.4086
5.0863,3.9864
22.5178,12.4751
15.2817,22.7841
12.8807,5.8712
7.7894,17.2854
15.6753,11.2947
1.9712,14.3625
21.2561,5.8744
14.2289,1.4025
5.603,22.428
14.2448,16.6582
3.5673,4.4869
10.7459,19.1277
10.4058,13.7745
12.109,9.6915
22.737,13.6061
15.5925,17.5006
15.6941,7.9251
7.3059,16.9152
13.9474,13.8008
14.4271,8.1525
4.7945,5.9368
22.3106,19.3066
9.9735,18.169
23.1716,10.3223
7.0504,3.1118
24.3076,7.8083
18.0988,15.0255
13.8153,6.6571
1.3458,11.1588
8.4904,12.6432
9.9116,9.6415
19.9259,19.0394
2.6719,7.0065
11.1898,9.6476
22.7726,9.9534
12.7986,6.0622
24.0552,13.7334
1.504,3.1455
7.7983,2.4911
18.074,7.6983
14.6148,12.994
12.4045,3.9534
18.085,6.5926
20.6971,18.1995
9.476,23.1388
16.4182,20.2909
17.9474,6.1479
12.3367,9.764
24.1923,4.333
23.9137,22.5713
11.8708,18.8883
12.0567,3.8122
4.0136,18.9112
22.1183,5.2061
11.6426,19.4112
12.1489,13.192
1.4878,7.325
10.6805,22.3247
11.3798,9.2342
5.7971,12.8905
8.1583,2.438
1.6748,13.6255
8.97,1.483
8.3745,4.6092
21.3761,19.653
21.4202,15.0288
18.4541,19.5464
