200,195
341,75
434,177
679,97
841,144
927,291
949,72
1036,291
1140,99
1346,235
1475,91
1630,213
1724,53
1796,291
2003,185
2232,222
2396,95
2598,133
2737,238
2852,59
3032,129
3077,177
3270,173
3365,86
3509,230
3743,247
3771,239
3988,265
4215,104
4456,223
4630,182
4811,298
4842,133
5026,194
5193,64
5269,85
5354,221
5449,125
5487,260
5536,168
5776,109
5981,291
6072,242
6321,56
6434,267
6589,226
6681,156
6706,285
6952,272
7184,147
7414,194
7470,296
7645,71
7730,131
7942,200
8127,229
8147,290
8242,196
8398,124
8544,208
8596,144
8679,126
8857,100
8940,137
9116,178
9344,101
9514,83
9642,57
9868,235
9921,213
