100,244
133,267
365,250
493,124
607,283
661,91
743,95
805,216
910,118
964,261
1191,63
1352,137
1460,231
1543,255
1592,119
1642,195
1846,147
2036,72
2277,201
2468,195
2651,51
2779,122
2822,162
2874,155
2913,195
3111,261
3326,50
3488,165
3713,221
3735,197
3815,117
3850,98
3985,152
4185,188
4417,103
4619,237
4657,148
4877,75
5035,155
5222,224
5326,111
5408,94
5491,234
5640,260
5771,248
5918,291
6120,73
6357,164
6581,243
6804,251
6884,96
7020,175
7215,75
7394,226
7637,210
7778,119
7881,283
7947,119
8011,86
8116,132
8180,283
8379,213
8497,285
8696,262
8810,296
9031,81
9123,100
9207,112
9399,61
9520,202
9631,76
9847,235
9917,73
9979,111
